GAUSSIAN NOISE:
[Hybrid] Step 4700: Loss = 1.6073, W = 2.7704, b = 1.9845, LR = 0.000001
[Squared] Step 4800: Loss = 2.0367, W = 2.7726, b = 1.9840, LR = 0.000001
[Huber] Step 4800: Loss = 0.7591, W = 2.7587, b = 1.9877, LR = 0.000001
[Hybrid] Step 4800: Loss = 1.6073, W = 2.7704, b = 1.9845, LR = 0.000009
[Squared] Step 4900: Loss = 2.0365, W = 2.7726, b = 1.9841, LR = 0.000001
[Huber] Step 4900: Loss = 0.7591, W = 2.7587, b = 1.9877, LR = 0.000001
[Hybrid] Step 4900: Loss = 1.6075, W = 2.7704, b = 1.9845, LR = 0.000007

Final Parameters:
Squared Loss: W = 2.7726, b = 1.9841, Loss = 2.0366, Final LR = 0.000000
Huber Loss: W = 2.7587, b = 1.9878, Loss = 0.7591, Final LR = 0.000000
Hybrid Loss: W = 2.7705, b = 1.9845, Loss = 1.6074, Final LR = 0.000000

LAPLACE NOISE:
[Squared] Step 0: Loss = 17.2751, W = 0.5227, b = 0.3166, LR = 0.004937
[Huber] Step 0: Loss = 2.7775, W = 0.5022, b = 0.3018, LR = 0.005003
[Hybrid] Step 0: Loss = 10.2995, W = 0.5132, b = 0.3097, LR = 0.005181
[Squared] Step 100: Loss = 11.6043, W = 1.6795, b = 1.3599, LR = 0.004925
[Huber] Step 100: Loss = 2.6366, W = 0.7157, b = 0.4747, LR = 0.004902
[Hybrid] Step 100: Loss = 7.6374, W = 1.3678, b = 1.0209, LR = 0.004891
[Squared] Step 200: Loss = 11.1527, W = 1.9173, b = 1.7371, LR = 0.005047
[Huber] Step 200: Loss = 2.5134, W = 0.9092, b = 0.6364, LR = 0.005115
[Hybrid] Step 200: Loss = 7.0268, W = 1.7308, b = 1.4289, LR = 0.005388
[Squared] Step 300: Loss = 11.0957, W = 1.9672, b = 1.8751, LR = 0.005231
[Huber] Step 300: Loss = 2.4076, W = 1.0823, b = 0.7871, LR = 0.005144
[Hybrid] Step 300: Loss = 6.8534, W = 1.8842, b = 1.6593, LR = 0.005066
[Squared] Step 400: Loss = 11.0946, W = 1.9752, b = 1.9180, LR = 0.002838
[Huber] Step 400: Loss = 2.3186, W = 1.2348, b = 0.9243, LR = 0.004935
[Hybrid] Step 400: Loss = 6.8114, W = 1.9457, b = 1.7908, LR = 0.005000
[Squared] Step 500: Loss = 11.0957, W = 1.9758, b = 1.9295, LR = 0.001741
[Huber] Step 500: Loss = 2.2570, W = 1.3693, b = 1.0497, LR = 0.005060
[Hybrid] Step 500: Loss = 6.8023, W = 1.9732, b = 1.8645, LR = 0.005085
[Squared] Step 600: Loss = 11.0936, W = 1.9769, b = 1.9339, LR = 0.000655
[Huber] Step 600: Loss = 2.2006, W = 1.4855, b = 1.1624, LR = 0.004938
[Hybrid] Step 600: Loss = 6.7990, W = 1.9821, b = 1.8946, LR = 0.002470
[Squared] Step 700: Loss = 11.0942, W = 1.9773, b = 1.9354, LR = 0.000001
[Huber] Step 700: Loss = 2.1584, W = 1.5850, b = 1.2640, LR = 0.004836
[Hybrid] Step 700: Loss = 6.7985, W = 1.9854, b = 1.9090, LR = 0.001470
[Squared] Step 800: Loss = 11.0934, W = 1.9774, b = 1.9359, LR = 0.000068
[Huber] Step 800: Loss = 2.1387, W = 1.6688, b = 1.3542, LR = 0.004946
[Hybrid] Step 800: Loss = 6.7980, W = 1.9862, b = 1.9138, LR = 0.000169
[Squared] Step 900: Loss = 11.0941, W = 1.9775, b = 1.9363, LR = 0.000001
[Huber] Step 900: Loss = 2.1073, W = 1.7389, b = 1.4334, LR = 0.005030
[Hybrid] Step 900: Loss = 6.7978, W = 1.9865, b = 1.9149, LR = 0.000001
[Squared] Step 1000: Loss = 11.0941, W = 1.9775, b = 1.9364, LR = 0.000044
[Huber] Step 1000: Loss = 2.0949, W = 1.7979, b = 1.5032, LR = 0.005037
[Hybrid] Step 1000: Learning rate reduced to 0.000020
[Hybrid] Step 1000: Loss = 6.7985, W = 1.9866, b = 1.9153, LR = 0.000084
[Squared] Step 1100: Loss = 11.0947, W = 1.9775, b = 1.9367, LR = 0.000001
[Huber] Step 1100: Loss = 2.0785, W = 1.8463, b = 1.5643, LR = 0.005087
[Hybrid] Step 1100: Loss = 6.7972, W = 1.9867, b = 1.9155, LR = 0.000001
[Squared] Step 1200: Loss = 11.0940, W = 1.9774, b = 1.9369, LR = 0.000001
[Huber] Step 1200: Loss = 2.0768, W = 1.8744, b = 1.6011, LR = 0.002484
[Hybrid] Step 1200: Loss = 6.7979, W = 1.9867, b = 1.9158, LR = 0.000001
[Squared] Step 1300: Loss = 11.1021, W = 1.9775, b = 1.9371, LR = 0.000001
[Huber] Step 1300: Loss = 2.0727, W = 1.8871, b = 1.6180, LR = 0.000637
[Hybrid] Step 1300: Loss = 6.8001, W = 1.9868, b = 1.9160, LR = 0.000133
[Squared] Step 1400: Loss = 11.0937, W = 1.9776, b = 1.9372, LR = 0.000001
[Huber] Step 1400: Loss = 2.0729, W = 1.8916, b = 1.6242, LR = 0.000434
[Hybrid] Step 1400: Loss = 6.7975, W = 1.9868, b = 1.9162, LR = 0.000001
[Squared] Step 1500: Loss = 11.0939, W = 1.9775, b = 1.9373, LR = 0.000001
[Huber] Step 1500: Loss = 2.0744, W = 1.8935, b = 1.6269, LR = 0.000253
[Hybrid] Step 1500: Loss = 6.7975, W = 1.9868, b = 1.9165, LR = 0.000008
[Squared] Step 1600: Loss = 11.0933, W = 1.9776, b = 1.9374, LR = 0.000001
[Huber] Step 1600: Loss = 2.0701, W = 1.8944, b = 1.6280, LR = 0.000001
[Hybrid] Step 1600: Loss = 6.7971, W = 1.9869, b = 1.9168, LR = 0.000020
[Squared] Step 1700: Loss = 11.0938, W = 1.9777, b = 1.9376, LR = 0.000001
[Huber] Step 1700: Loss = 2.0696, W = 1.8948, b = 1.6286, LR = 0.000001
[Hybrid] Step 1700: Loss = 6.7986, W = 1.9869, b = 1.9170, LR = 0.000001
[Squared] Step 1800: Learning rate reduced to 0.000000
[Squared] Step 1800: Loss = 11.0942, W = 1.9777, b = 1.9378, LR = 0.000370
[Huber] Step 1800: Loss = 2.0714, W = 1.8952, b = 1.6292, LR = 0.000183
[Hybrid] Step 1800: Loss = 6.7973, W = 1.9870, b = 1.9173, LR = 0.000130
[Squared] Step 1900: Loss = 11.0943, W = 1.9776, b = 1.9379, LR = 0.000001
[Huber] Step 1900: Loss = 2.0731, W = 1.8955, b = 1.6297, LR = 0.000001
[Hybrid] Step 1900: Loss = 6.7973, W = 1.9870, b = 1.9175, LR = 0.000001
[Squared] Step 2000: Loss = 11.0944, W = 1.9777, b = 1.9381, LR = 0.000001
[Huber] Step 2000: Loss = 2.0701, W = 1.8959, b = 1.6301, LR = 0.000073
[Hybrid] Step 2000: Loss = 6.7972, W = 1.9870, b = 1.9178, LR = 0.000293
[Squared] Step 2100: Loss = 11.0940, W = 1.9777, b = 1.9383, LR = 0.000113
[Huber] Step 2100: Loss = 2.0696, W = 1.8962, b = 1.6306, LR = 0.000001
[Hybrid] Step 2100: Loss = 6.7980, W = 1.9871, b = 1.9180, LR = 0.000001
[Squared] Step 2200: Loss = 11.0934, W = 1.9777, b = 1.9384, LR = 0.000001
[Huber] Step 2200: Loss = 2.0716, W = 1.8966, b = 1.6312, LR = 0.000065
[Hybrid] Step 2200: Loss = 6.7977, W = 1.9871, b = 1.9183, LR = 0.000080
[Squared] Step 2300: Loss = 11.0941, W = 1.9777, b = 1.9385, LR = 0.000041
[Huber] Step 2300: Loss = 2.0719, W = 1.8969, b = 1.6316, LR = 0.000143
[Hybrid] Step 2300: Loss = 6.7976, W = 1.9871, b = 1.9185, LR = 0.000001
[Squared] Step 2400: Loss = 11.0935, W = 1.9778, b = 1.9387, LR = 0.000001
[Huber] Step 2400: Loss = 2.0713, W = 1.8973, b = 1.6321, LR = 0.000001
[Hybrid] Step 2400: Loss = 6.7986, W = 1.9872, b = 1.9187, LR = 0.000076
[Squared] Step 2500: Loss = 11.0960, W = 1.9779, b = 1.9389, LR = 0.000001
[Huber] Step 2500: Loss = 2.0686, W = 1.8976, b = 1.6325, LR = 0.000101
[Hybrid] Step 2500: Loss = 6.7979, W = 1.9872, b = 1.9190, LR = 0.000001
[Squared] Step 2600: Loss = 11.0937, W = 1.9779, b = 1.9391, LR = 0.000157
[Huber] Step 2600: Loss = 2.0699, W = 1.8979, b = 1.6330, LR = 0.000001
[Hybrid] Step 2600: Loss = 6.7982, W = 1.9872, b = 1.9192, LR = 0.000061
[Squared] Step 2700: Loss = 11.0935, W = 1.9779, b = 1.9393, LR = 0.000001
[Huber] Step 2700: Loss = 2.0709, W = 1.8981, b = 1.6333, LR = 0.000001
[Hybrid] Step 2700: Loss = 6.7976, W = 1.9873, b = 1.9194, LR = 0.000014
[Squared] Step 2800: Loss = 11.0938, W = 1.9779, b = 1.9395, LR = 0.000024
[Huber] Step 2800: Loss = 2.0700, W = 1.8986, b = 1.6339, LR = 0.000038
[Hybrid] Step 2800: Loss = 6.7977, W = 1.9873, b = 1.9196, LR = 0.000001
[Squared] Step 2900: Loss = 11.0934, W = 1.9780, b = 1.9396, LR = 0.000025
[Huber] Step 2900: Loss = 2.0723, W = 1.8989, b = 1.6344, LR = 0.000009
[Hybrid] Step 2900: Loss = 6.7968, W = 1.9874, b = 1.9197, LR = 0.000407
[Squared] Step 3000: Loss = 11.0952, W = 1.9780, b = 1.9398, LR = 0.000001
[Huber] Step 3000: Loss = 2.0692, W = 1.8994, b = 1.6351, LR = 0.000158
[Hybrid] Step 3000: Loss = 6.7973, W = 1.9875, b = 1.9200, LR = 0.000001
[Squared] Step 3100: Loss = 11.0945, W = 1.9780, b = 1.9399, LR = 0.000001
[Huber] Step 3100: Loss = 2.0675, W = 1.8997, b = 1.6355, LR = 0.000083
[Hybrid] Step 3100: Loss = 6.7989, W = 1.9875, b = 1.9202, LR = 0.000065
[Squared] Step 3200: Loss = 11.0936, W = 1.9780, b = 1.9401, LR = 0.000293
[Huber] Step 3200: Loss = 2.0690, W = 1.9000, b = 1.6359, LR = 0.000053
[Hybrid] Step 3200: Loss = 6.7974, W = 1.9875, b = 1.9204, LR = 0.000001
[Squared] Step 3300: Loss = 11.0947, W = 1.9779, b = 1.9403, LR = 0.000170
[Huber] Step 3300: Loss = 2.0717, W = 1.9003, b = 1.6364, LR = 0.000080
[Hybrid] Step 3300: Loss = 6.7977, W = 1.9876, b = 1.9206, LR = 0.000166
[Squared] Step 3400: Loss = 11.0935, W = 1.9779, b = 1.9405, LR = 0.000001
[Huber] Step 3400: Loss = 2.0710, W = 1.9006, b = 1.6368, LR = 0.000175
[Hybrid] Step 3400: Loss = 6.7980, W = 1.9876, b = 1.9208, LR = 0.000013
[Squared] Step 3500: Loss = 11.0934, W = 1.9779, b = 1.9406, LR = 0.000001
[Huber] Step 3500: Loss = 2.0701, W = 1.9009, b = 1.6372, LR = 0.000001
[Hybrid] Step 3500: Loss = 6.7979, W = 1.9876, b = 1.9210, LR = 0.000001
[Squared] Step 3600: Loss = 11.0943, W = 1.9780, b = 1.9407, LR = 0.000128
[Huber] Step 3600: Loss = 2.0690, W = 1.9012, b = 1.6376, LR = 0.000089
[Hybrid] Step 3600: Loss = 6.7973, W = 1.9876, b = 1.9212, LR = 0.000001
[Squared] Step 3700: Loss = 11.0941, W = 1.9779, b = 1.9408, LR = 0.000001
[Huber] Step 3700: Loss = 2.0694, W = 1.9015, b = 1.6381, LR = 0.000001
[Hybrid] Step 3700: Loss = 6.7971, W = 1.9876, b = 1.9213, LR = 0.000001
[Squared] Step 3800: Loss = 11.0936, W = 1.9780, b = 1.9410, LR = 0.000013
[Huber] Step 3800: Loss = 2.0694, W = 1.9019, b = 1.6386, LR = 0.000001
[Hybrid] Step 3800: Loss = 6.7980, W = 1.9877, b = 1.9216, LR = 0.000001
[Squared] Step 3900: Loss = 11.0950, W = 1.9780, b = 1.9411, LR = 0.000001
[Huber] Step 3900: Loss = 2.0690, W = 1.9023, b = 1.6391, LR = 0.000001
[Hybrid] Step 3900: Loss = 6.7969, W = 1.9877, b = 1.9218, LR = 0.000007
[Squared] Step 4000: Loss = 11.0946, W = 1.9781, b = 1.9413, LR = 0.000144
[Huber] Step 4000: Loss = 2.0685, W = 1.9025, b = 1.6395, LR = 0.000013
[Hybrid] Step 4000: Loss = 6.7975, W = 1.9877, b = 1.9219, LR = 0.000084
[Squared] Step 4100: Loss = 11.0933, W = 1.9782, b = 1.9414, LR = 0.000001
[Huber] Step 4100: Loss = 2.0737, W = 1.9029, b = 1.6400, LR = 0.000010
[Hybrid] Step 4100: Loss = 6.7974, W = 1.9878, b = 1.9221, LR = 0.000005
[Squared] Step 4200: Loss = 11.0947, W = 1.9782, b = 1.9415, LR = 0.000001
[Huber] Step 4200: Loss = 2.0702, W = 1.9032, b = 1.6404, LR = 0.000001
[Hybrid] Step 4200: Loss = 6.7984, W = 1.9878, b = 1.9224, LR = 0.000027
[Squared] Step 4300: Loss = 11.0934, W = 1.9782, b = 1.9416, LR = 0.000001
[Huber] Step 4300: Loss = 2.0693, W = 1.9036, b = 1.6409, LR = 0.000373
[Hybrid] Step 4300: Loss = 6.7974, W = 1.9879, b = 1.9226, LR = 0.000001
[Squared] Step 4400: Loss = 11.0937, W = 1.9782, b = 1.9417, LR = 0.000030
[Huber] Step 4400: Loss = 2.0733, W = 1.9039, b = 1.6414, LR = 0.000042
[Hybrid] Step 4400: Loss = 6.7970, W = 1.9879, b = 1.9228, LR = 0.000001
[Squared] Step 4500: Loss = 11.0938, W = 1.9783, b = 1.9418, LR = 0.000001
[Huber] Step 4500: Loss = 2.0706, W = 1.9043, b = 1.6420, LR = 0.000020
[Hybrid] Step 4500: Loss = 6.7974, W = 1.9880, b = 1.9230, LR = 0.000188
[Squared] Step 4600: Loss = 11.0945, W = 1.9783, b = 1.9419, LR = 0.000250
[Huber] Step 4600: Loss = 2.0694, W = 1.9047, b = 1.6425, LR = 0.000041
[Hybrid] Step 4600: Loss = 6.7976, W = 1.9880, b = 1.9232, LR = 0.000001
[Squared] Step 4700: Loss = 11.0939, W = 1.9783, b = 1.9420, LR = 0.000001
[Huber] Step 4700: Loss = 2.0689, W = 1.9050, b = 1.6430, LR = 0.000001
[Hybrid] Step 4700: Loss = 6.7972, W = 1.9880, b = 1.9233, LR = 0.000001
[Squared] Step 4800: Loss = 11.0950, W = 1.9783, b = 1.9422, LR = 0.000001
[Huber] Step 4800: Loss = 2.0694, W = 1.9053, b = 1.6434, LR = 0.000001
[Hybrid] Step 4800: Loss = 6.7975, W = 1.9880, b = 1.9234, LR = 0.000009
[Squared] Step 4900: Loss = 11.0937, W = 1.9783, b = 1.9424, LR = 0.000001
[Huber] Step 4900: Loss = 2.0709, W = 1.9057, b = 1.6440, LR = 0.000001
[Hybrid] Step 4900: Loss = 6.8023, W = 1.9880, b = 1.9236, LR = 0.000007

Final Parameters:
Squared Loss: W = 1.9782, b = 1.9424, Loss = 11.0941, Final LR = 0.000000
Huber Loss: W = 1.9062, b = 1.6447, Loss = 2.0722, Final LR = 0.000000
Hybrid Loss: W = 1.9880, b = 1.9238, Loss = 6.7979, Final LR = 0.000000
